text,category
ค่าจดจำนอง,การเงินและหนี้สิน
ค่าประเมินบ้าน,การเงินและหนี้สิน
ดอกเบี้ยบ้าน,การเงินและหนี้สิน
ดอกเบี้ยสินเชื่อบ้าน,การเงินและหนี้สิน
จ่ายหนี้สหกรณ์,การเงินและหนี้สิน
ผ่อนสหกรณ์ออมทรัพย์,การเงินและหนี้สิน
ชำระหนี้สหกรณ์,การเงินและหนี้สิน
ส่งค่าบ้าน,การเงินและหนี้สิน
ส่งค่างวดรถ,การเงินและหนี้สิน
จ่ายสินเชื่อบ้านแลกเงิน,การเงินและหนี้สิน
จ่ายสินเชื่อรถแลกเงิน,การเงินและหนี้สิน
จ่ายค่างวดไฟแนนซ์,การเงินและหนี้สิน
ส่งไฟแนนซ์รถ,การเงินและหนี้สิน
จ่ายหนี้ธนาคาร,การเงินและหนี้สิน
ค่าธรรมเนียมรีไฟแนนซ์,การเงินและหนี้สิน
จ่ายหนี้ กยศ,การเงินและหนี้สิน
ชำระเงินกู้ กยศ,การเงินและหนี้สิน
ผ่อนคืน กยศ,การเงินและหนี้สิน
จ่ายหนี้ กรอ,การเงินและหนี้สิน
จ่ายเงินกู้,การเงินและหนี้สิน
คืนเงินเพื่อน,การเงินและหนี้สิน
ใช้หนี้เพื่อน,การเงินและหนี้สิน
คืนเงินที่ยืมมา,การเงินและหนี้สิน
จ่ายหนี้นอกระบบ,การเงินและหนี้สิน
ส่งดอกรายวัน,การเงินและหนี้สิน
ส่งแชร์,การเงินและหนี้สิน
จ่ายค่าแชร์,การเงินและหนี้สิน
เปียแชร์,การเงินและหนี้สิน
ส่งแชร์มือบ๊วย,การเงินและหนี้สิน
จ่ายเงินกู้ธนาคาร,การเงินและหนี้สิน
ผ่อนสินเชื่อเงินด่วน,การเงินและหนี้สิน
จ่ายดอกเบี้ยเงินกู้,การเงินและหนี้สิน
ชำระหนี้เงินกู้ยืม,การเงินและหนี้สิน
คืนเงินแม่,การเงินและหนี้สิน
ใช้หนี้ที่บ้าน,การเงินและหนี้สิน
คืนเงินกู้ยืมฉุกเฉิน,การเงินและหนี้สิน
จ่ายหนี้สินเชื่อสวัสดิการ,การเงินและหนี้สิน
ปิดยอดเงินกู้,การเงินและหนี้สิน
ใช้หนี้แฟน,การเงินและหนี้สิน
ตัดหนี้,การเงินและหนี้สิน
หักหนี้,การเงินและหนี้สิน
ใช้หนี้เก่า,การเงินและหนี้สิน
จ่ายแอปเงินกู้,การเงินและหนี้สิน
ชำระสินเชื่อฟินนิกซ์,การเงินและหนี้สิน
ชำระสินเชื่อไลน์บีเค,การเงินและหนี้สิน
จ่ายหนี้คนรู้จัก,การเงินและหนี้สิน
โอนคืนที่ยืมมา,การเงินและหนี้สิน
เงินออมประจำเดือน,การเงินและหนี้สิน
ฝากเงินออมทรัพย์,การเงินและหนี้สิน
ฝากประจำ,การเงินและหนี้สิน
โอนเงินเก็บ,การเงินและหนี้สิน
ออมเงิน,การเงินและหนี้สิน
หักเงินฝากประจำ,การเงินและหนี้สิน
ฝากเงินเข้าบัญชีเงินเก็บ,การเงินและหนี้สิน
ฝากเงินให้ลูก,การเงินและหนี้สิน
ออมเงินให้ลูก,การเงินและหนี้สิน
เก็บเงินดาวน์บ้าน,การเงินและหนี้สิน
เก็บเงินดาวน์รถ,การเงินและหนี้สิน
เก็บเงินแต่งงาน,การเงินและหนี้สิน
เก็บเงินไปเที่ยว,การเงินและหนี้สิน
หยอดกระปุก,การเงินและหนี้สิน
ฝากเงินสหกรณ์,การเงินและหนี้สิน
หักเงินฝากสหกรณ์,การเงินและหนี้สิน
เก็บเงินฉุกเฉิน,การเงินและหนี้สิน
ฝากทวีทรัพย์,การเงินและหนี้สิน
โอนเข้าบัญชีเงินออม,การเงินและหนี้สิน
แบ่งเงินเก็บ,การเงินและหนี้สิน
กันเงินออม,การเงินและหนี้สิน
ออมเงินเกษียณ,การเงินและหนี้สิน
เก็บเงินเข้าพอร์ต,การเงินและหนี้สิน
หักบัญชีเงินฝาก,การเงินและหนี้สิน
ซื้อสลากออมสิน,การเงินและหนี้สิน
ซื้อสลาก ธกส,การเงินและหนี้สิน
ซื้อสลาก ธอส,การเงินและหนี้สิน
ฝากสลากออมสิน,การเงินและหนี้สิน
เงินสะสมกองทุนสำรองเลี้ยงชีพ,การเงินและหนี้สิน
หัก กบข,การเงินและหนี้สิน
ออมเงินเข้าบัญชีฝากประจำ,การเงินและหนี้สิน
ฝากเงินออมเผื่อเรียก,การเงินและหนี้สิน
โอนเข้ากระปุกออนไลน์,การเงินและหนี้สิน
โอนเข้า Kept,การเงินและหนี้สิน
ซื้อกองทุน,การเงินและหนี้สิน
ซื้อกองทุน SSF,การเงินและหนี้สิน
ซื้อกองทุน RMF,การเงินและหนี้สิน
ซื้อกองทุนรวม,การเงินและหนี้สิน
ซื้อกองทุนดัชนี,การเงินและหนี้สิน
DCA กองทุน,การเงินและหนี้สิน
ซื้อหุ้น,การเงินและหนี้สิน
เติมเงินเข้าพอร์ตหุ้น,การเงินและหนี้สิน
ซื้อหุ้นปันผล,การเงินและหนี้สิน
DCA หุ้น,การเงินและหนี้สิน
ซื้อคริปโต,การเงินและหนี้สิน
เติมเงินเข้าบิทคับ,การเงินและหนี้สิน
ซื้อบิทคอยน์,การเงินและหนี้สิน
ซื้ออีเธอเรียม,การเงินและหนี้สิน
ซื้อเหรียญคริปโต,การเงินและหนี้สิน
ฝากเงินเข้าไบแนนซ์,การเงินและหนี้สิน
ซื้อทองคำ,การเงินและหนี้สิน
ออมทอง,การเงินและหนี้สิน
ซื้อทองแท่ง,การเงินและหนี้สิน
เติมเงินพอร์ตลงทุน,การเงินและหนี้สิน
ซื้อพันธบัตรรัฐบาล,การเงินและหนี้สิน
ซื้อหุ้นกู้,การเงินและหนี้สิน
ลงทุนทำธุรกิจ,การเงินและหนี้สิน
เติมเงินเข้าพอร์ต,การเงินและหนี้สิน
ซื้อ ETF,การเงินและหนี้สิน
ลงทุน DRx,การเงินและหนี้สิน
เติมเงินเข้าจิตตะ,การเงินและหนี้สิน
ซื้อกองทุนตราสารหนี้,การเงินและหนี้สิน
ลงทุนอสังหา,การเงินและหนี้สิน
จ่ายค่าที่ดิน,การเงินและหนี้สิน
ผ่อนที่ดิน,การเงินและหนี้สิน
ซื้อกองทุนลดหย่อนภาษี,การเงินและหนี้สิน
ลงทุนหุ้นต่างประเทศ,การเงินและหนี้สิน
เติมเงินแอป InnovestX,การเงินและหนี้สิน
เติมเงินแอป Dime,การเงินและหนี้สิน
ถัวหุ้น,การเงินและหนี้สิน
ซื้อกองทุนรวมไทย,การเงินและหนี้สิน
ลงทุนเปิดร้าน,การเงินและหนี้สิน
จ่ายค่าประกันชีวิต,การเงินและหนี้สิน
จ่ายประกันสะสมทรัพย์,การเงินและหนี้สิน
ชำระเบี้ยประกันชีวิต,การเงินและหนี้สิน
จ่ายค่าประกันสุขภาพ,การเงินและหนี้สิน
ซื้อประกันสุขภาพ,การเงินและหนี้สิน
จ่ายประกันโรคร้ายแรง,การเงินและหนี้สิน
ต่อประกันอุบัติเหตุ,การเงินและหนี้สิน
จ่ายค่าประกัน PA,การเงินและหนี้สิน
หักเบี้ยประกันรายเดือน,การเงินและหนี้สิน
จ่ายเบี้ยประกันรายปี,การเงินและหนี้สิน
ซื้อประกันลดหย่อนภาษี,การเงินและหนี้สิน
จ่ายประกันสังคม,การเงินและหนี้สิน
หักเงินประกันสังคม,การเงินและหนี้สิน
จ่ายประกันสังคมมาตรา 39,การเงินและหนี้สิน
จ่ายประกันสังคมมาตรา 40,การเงินและหนี้สิน
ส่งประกันสังคม,การเงินและหนี้สิน
จ่ายภาษี,การเงินและหนี้สิน
จ่ายภาษีเงินได้,การเงินและหนี้สิน
จ่ายภาษีบุคคลธรรมดา,การเงินและหนี้สิน
ชำระภาษี,การเงินและหนี้สิน
ค่าปรับสรรพากร,การเงินและหนี้สิน
จ่ายภาษีที่ดิน,การเงินและหนี้สิน
ค่าธรรมเนียมโอนเงิน,การเงินและหนี้สิน
ค่าธรรมเนียมรายปีบัตรเอทีเอ็ม,การเงินและหนี้สิน
ค่าธรรมเนียมธนาคาร,การเงินและหนี้สิน
หักค่ารักษาบัญชี,การเงินและหนี้สิน
ต่อประกันอัคคีภัย,การเงินและหนี้สิน
ต่อประกันบ้าน,การเงินและหนี้สิน
จ่ายค่าประกันเดินทาง,การเงินและหนี้สิน
ซื้อประกันยูนิตลิงค์,การเงินและหนี้สิน
ค่าอากรแสตมป์,การเงินและหนี้สิน
หักภาษี ณ ที่จ่าย,การเงินและหนี้สิน
ค่าธรรมเนียมโอนที่ดิน,การเงินและหนี้สิน
ค่าธรรมเนียมธรรมเนียมศาล,การเงินและหนี้สิน
ชำระเบี้ยประกันรายงวด,การเงินและหนี้สิน
หาหมอคลินิก,อื่นๆ
ค่ารักษาพยาบาล,อื่นๆ
ค่ายาคลินิก,อื่นๆ
ซื้อยาพารา,อื่นๆ
ซื้อยาแก้ปวด,อื่นๆ
ซื้อยาแก้แพ้,อื่นๆ
ซื้อยาในร้านยา,อื่นๆ
ค่าทำฟัน,อื่นๆ
ขูดหินปูน,อื่นๆ
ถอนฟัน,อื่นๆ
อุดฟัน,อื่นๆ
ค่าจัดฟันรายเดือน,อื่นๆ
จ่ายค่าเอ็กซเรย์,อื่นๆ
แอดมิทโรงพยาบาล,อื่นๆ
ค่าห้องโรงพยาบาล,อื่นๆ
ซื้อแผ่นแปะแก้ปวด,อื่นๆ
ซื้อยาดม,อื่นๆ
ซื้อพลาสเตอร์ยา,อื่นๆ
ค่านวดแก้อาการ,อื่นๆ
ซื้อวิตามินซี,อื่นๆ
ซื้ออาหารเสริม,อื่นๆ
ซื้อเวย์โปรตีน,อื่นๆ
ซื้อคอลลาเจน,อื่นๆ
ค่าเจาะเลือด,อื่นๆ
ตรวจสุขภาพประจำปี,อื่นๆ
ค่าตรวจโควิด,อื่นๆ
ซื้อที่ตรวจครรภ์,อื่นๆ
ซื้อหน้ากากอนามัย,อื่นๆ
ซื้อแอลกอฮอล์ล้างมือ,อื่นๆ
ซื้อยาทาแผล,อื่นๆ
ซื้อน้ำเกลือล้างแผล,อื่นๆ
ค่ายาแก้ไอ,อื่นๆ
ซื้อยาอมแก้เจ็บคอ,อื่นๆ
จ่ายค่ากายภาพบำบัด,อื่นๆ
ค่าหมอตา,อื่นๆ
เจาะเลือดตรวจสุขภาพ,อื่นๆ
ค่าเทอมลูก,อื่นๆ
จ่ายค่าเทอม,อื่นๆ
ค่าบำรุงการศึกษา,อื่นๆ
ค่าหน่วยกิตมหาลัย,อื่นๆ
ซื้อชุดนักเรียน,อื่นๆ
ซื้อรองเท้านักเรียน,อื่นๆ
ค่ากระเป๋านักเรียน,อื่นๆ
ซื้อหนังสือเรียน,อื่นๆ
ค่าหนังสืออ่านนอกเวลา,อื่นๆ
ซื้อสมุดจด,อื่นๆ
ซื้อปากกาดินสอ,อื่นๆ
ซื้อเครื่องเขียน,อื่นๆ
ค่าเครื่องเขียนอุปกรณ์การเรียน,อื่นๆ
ค่าคอร์สเรียนพิเศษ,อื่นๆ
จ่ายค่าติวเตอร์,อื่นๆ
ค่าเรียนภาษาอังกฤษ,อื่นๆ
ค่าเรียนว่ายน้ำลูก,อื่นๆ
ค่าเรียนดนตรี,อื่นๆ
สมัครสอบ กพ,อื่นๆ
จ่ายค่าสมัครสอบเข้ามหาลัย,อื่นๆ
ค่าธรรมเนียมสอบ,อื่นๆ
ค่าทำรายงาน,อื่นๆ
ค่าปริ้นงาน,อื่นๆ
ค่าถ่ายเอกสาร,อื่นๆ
เข้าเล่มรายงาน,อื่นๆ
ค่ากิจกรรมโรงเรียน,อื่นๆ
ค่าเข้าค่ายลูกเสือ,อื่นๆ
ค่าทัศนศึกษาลูก,อื่นๆ
ซื้อชุดพละ,อื่นๆ
ซื้อชุดลูกเสือ,อื่นๆ
ซื้อไอแพดให้ลูกเรียน,อื่นๆ
ค่าอุปกรณ์ทำงานประดิษฐ์,อื่นๆ
ซื้อสีน้ำสีเทียนให้ลูก,อื่นๆ
จ่ายค่าเรียนขับรถ,อื่นๆ
ค่าอบรมสัมมนา,อื่นๆ
ซื้ออาหารหมา,อื่นๆ
ซื้ออาหารแมว,อื่นๆ
อาหารเม็ดหมา,อื่นๆ
อาหารเปียกแมว,อื่นๆ
ขนมแมวเลีย,อื่นๆ
ขนมหมาขัดฟัน,อื่นๆ
ซื้อทรายแมว,อื่นๆ
เปลี่ยนทรายแมว,อื่นๆ
พาหมาไปหาหมอ,อื่นๆ
พาแมวไปฉีดวัคซีน,อื่นๆ
ค่าฉีดวัคซีนพิษสุนัขบ้า,อื่นๆ
ค่าทำหมันแมว,อื่นๆ
ค่าทำหมันหมา,อื่นๆ
ซื้อแชมพูอาบน้ำหมา,อื่นๆ
ค่าอาบน้ำตัดขนสุนัข,อื่นๆ
อาบน้ำแมว,อื่นๆ
ซื้อของเล่นแมว,อื่นๆ
ซื้อที่ฝนเล็บแมว,อื่นๆ
ซื้อปลอกคอหมา,อื่นๆ
ซื้อสายจูงสุนัข,อื่นๆ
ซื้อเสื้อผ้าหมา,อื่นๆ
ค่าฝากเลี้ยงสัตว์,อื่นๆ
ค่าโรงแรมแมว,อื่นๆ
ซื้อกรงหมา,อื่นๆ
ซื้อกระเป๋าใส่แมว,อื่นๆ
ค่ายาสัตว์เลี้ยง,อื่นๆ
ซื้ออาหารปลา,อื่นๆ
ซื้ออาหารนก,อื่นๆ
ซื้ออาหารกระต่าย,อื่นๆ
ค่ารักษาหมาป่วย,อื่นๆ
ซื้อแผ่นรองซับฉี่,อื่นๆ
ซื้อชามข้าวหมา,อื่นๆ
ซื้อน้ำพุแมว,อื่นๆ
ค่าหยดยาเห็บหมัด,อื่นๆ
ซื้อยาถ่ายพยาธิแมว,อื่นๆ
ใส่ซองงานแต่ง,อื่นๆ
ใส่ซองงานบวช,อื่นๆ
ใส่ซองงานศพ,อื่นๆ
ทำบุญงานศพ,อื่นๆ
ทำบุญผ้าป่า,อื่นๆ
ใส่ซองกฐิน,อื่นๆ
ทำบุญตักบาตร,อื่นๆ
ซื้อของใส่บาตรตอนเช้า,อื่นๆ
สังฆทาน,อื่นๆ
ซื้อชุดสังฆทาน,อื่นๆ
ซื้อพวงมาลัยไหว้พระ,อื่นๆ
ซื้อดอกไม้ไหว้พระ,อื่นๆ
บริจาคโลงศพ,อื่นๆ
ไถ่ชีวิตโคกระบือ,อื่นๆ
ทำบุญวันเกิด,อื่นๆ
บริจาคบ้านเด็กกำพร้า,อื่นๆ
บริจาคมูลนิธิ,อื่นๆ
หยอดตู้บริจาค,อื่นๆ
ปล่อยนกปล่อยปลา,อื่นๆ
เติมน้ำมันตะเกียง,อื่นๆ
ค่าสะเดาะเคราะห์,อื่นๆ
ให้เงินขอทาน,อื่นๆ
ให้ทิปพนักงาน,อื่นๆ
ให้ทิปเด็กเสิร์ฟ,อื่นๆ
ทิป รปภ,อื่นๆ
ให้ทิปแม่บ้าน,อื่นๆ
ซื้อของขวัญขึ้นบ้านใหม่,อื่นๆ
ใส่ซองงานบุญ,อื่นๆ
ซื้อทองรับขวัญหลาน,อื่นๆ
ใส่ซองวันเกิดหลาน,อื่นๆ
ให้แต๊ะเอียหลาน,อื่นๆ
ให้อั่งเปา,อื่นๆ
ทำบุญตึก,อื่นๆ
ซื้อธูปเทียนไหว้พระ,อื่นๆ
ปิดทองพระ,อื่นๆ
ทำบุญกระเบื้องหลังคาวัด,อื่นๆ
บริจาคเงินช่วยเหลือผู้ประสบภัย,อื่นๆ
โอนเงินบริจาค,อื่นๆ
ให้เงินแม่,อื่นๆ
ให้เงินพ่อ,อื่นๆ
ส่งเงินให้ที่บ้าน,อื่นๆ
โอนเงินให้แม่,อื่นๆ
โอนให้พ่อ,อื่นๆ
ให้ค่าขนมลูก,อื่นๆ
ให้เงินลูกไปโรงเรียน,อื่นๆ
ให้เงินเมีย,อื่นๆ
ให้เงินสามี,อื่นๆ
ให้เงินน้อง,อื่นๆ
ส่งน้องเรียน,อื่นๆ
โอนเงินให้หลาน,อื่นๆ
ให้เงินยาย,อื่นๆ
ให้เงินตา,อื่นๆ
ให้ค่ากับข้าวแม่,อื่นๆ
ให้เงินพ่อแม่รายเดือน,อื่นๆ
ให้เงินหลานไปกินขนม,อื่นๆ
จ่ายค่าขนมลูก,อื่นๆ
ให้เงินก้นถุง,อื่นๆ
โอนค่าใช้จ่ายให้ที่บ้าน,อื่นๆ
ให้ค่าใช้จ่ายส่วนตัวลูก,อื่นๆ
ซื้อลอตเตอรี่,อื่นๆ
ซื้อหวย,อื่นๆ
ซื้อหวยใต้ดิน,อื่นๆ
แทงหวย,อื่นๆ
ซื้อสลากกินแบ่งรัฐบาล,อื่นๆ
โดนค่าปรับจราจร,อื่นๆ
ค่าปรับขับรถเร็ว,อื่นๆ
โดนใบสั่ง,อื่นๆ
ค่าปรับจอดรถในที่ห้ามจอด,อื่นๆ
ค่าปรับไม่ใส่หมวกกันน็อค,อื่นๆ
จ่ายค่าทำบัตรประชาชนใหม่,อื่นๆ
ค่าธรรมเนียมทำพาสปอร์ต,อื่นๆ
ค่าทำใบขับขี่ใหม่,อื่นๆ
ต่อใบขับขี่,อื่นๆ
ค่าขอใบรับรองแพทย์,อื่นๆ
ค่าคัดสำเนาทะเบียนบ้าน,อื่นๆ
จ่ายค่าธรรมเนียมอำเภอ,อื่นๆ
จ่ายค่าเสียหาย,อื่นๆ
เงินหาย,อื่นๆ
ทำเงินร่วง,อื่นๆ
โดนโกงเงิน,อื่นๆ
ค่าปรับจ่ายบิลล่าช้า,อื่นๆ
ค่าปรับคืนหนังสือห้องสมุดช้า,อื่นๆ
จ้างคนย้ายของ,อื่นๆ
ค่ายกของ,อื่นๆ
ค่าขนของย้ายหอ,อื่นๆ
ซื้อกล่องพัสดุ,อื่นๆ
ค่าส่งไปรษณีย์,อื่นๆ
ส่งพัสดุเคอรี่,อื่นๆ
ค่าส่งแฟลช (Flash),อื่นๆ
ค่าส่ง J&T,อื่นๆ
ส่งของไปต่างจังหวัด,อื่นๆ
ค่าแสตมป์ไปรษณีย์,อื่นๆ
ค่าบริการแพ็คของ,อื่นๆ
เติมเกม,ไลฟ์สไตล์และช้อปปิ้ง
เติมโรบัค,ไลฟ์สไตล์และช้อปปิ้ง
เติมเหรียญอ่านนิยาย,ไลฟ์สไตล์และช้อปปิ้ง
เติมเกมออนไลน์,ไลฟ์สไตล์และช้อปปิ้ง
เติมสกินเกม,ไลฟ์สไตล์และช้อปปิ้ง
เติมบัตรการีน่า,ไลฟ์สไตล์และช้อปปิ้ง
เติมพรีเมียมพาส,ไลฟ์สไตล์และช้อปปิ้ง
เติม Valorant,ไลฟ์สไตล์และช้อปปิ้ง
เติมเงินเข้าสตีม,ไลฟ์สไตล์และช้อปปิ้ง
เติมพอยต์เกม,ไลฟ์สไตล์และช้อปปิ้ง
เติมเหรียญติ๊กต็อก,ไลฟ์สไตล์และช้อปปิ้ง
เติมแอปแต่งรูป,ไลฟ์สไตล์และช้อปปิ้ง
เติมเงินมือถือ,บิลและของใช้ในบ้าน
เติมเน็ตมือถือ,บิลและของใช้ในบ้าน
เติมตู้บุญเติม,บิลและของใช้ในบ้าน
เติมเงินซิม,บิลและของใช้ในบ้าน
เติมเน็ตทรู,บิลและของใช้ในบ้าน
เติมแพ็กเกจ,บิลและของใช้ในบ้าน
